src,dst,travelMinutes,weight
63,4160,0.81,0.9596
4160,63,0.81,0.9596
63,7004,0.87,0.9566
7004,63,0.87,0.9566
64,12338,0.16,0.9921
12338,64,0.16,0.9921
64,13777,0.37,0.9817
13777,64,0.37,0.9817
64,451,0.37,0.9817
451,64,0.37,0.9817
64,2103,0.64,0.9681
2103,64,0.64,0.9681
64,10724,0.69,0.9656
10724,64,0.69,0.9656
64,11799,0.78,0.9611
11799,64,0.78,0.9611
64,10418,0.96,0.952
10418,64,0.96,0.952
64,12465,1.17,0.9416
12465,64,1.17,0.9416
65,11325,0.84,0.9578
11325,65,0.84,0.9578
65,12590,1.61,0.9195
12590,65,1.61,0.9195
65,1284,1.67,0.9163
1284,65,1.67,0.9163
65,13070,2.64,0.8679
13070,65,2.64,0.8679
65,10587,2.75,0.8624
10587,65,2.75,0.8624
65,12477,3.09,0.8454
12477,65,3.09,0.8454
65,4883,3.86,0.807
4883,65,3.86,0.807
65,8756,4.17,0.7916
8756,65,4.17,0.7916
66,12069,0.03,0.9987
12069,66,0.03,0.9987
66,11054,0.08,0.9962
11054,66,0.08,0.9962
66,4427,0.26,0.9871
4427,66,0.26,0.9871
66,9393,0.27,0.9866
9393,66,0.27,0.9866
66,10995,0.31,0.9844
10995,66,0.31,0.9844
66,13823,0.38,0.9811
13823,66,0.38,0.9811
66,10686,0.57,0.9713
10686,66,0.57,0.9713
66,9637,0.62,0.9692
9637,66,0.62,0.9692
67,10431,0.29,0.9855
10431,67,0.29,0.9855
67,10783,0.38,0.981
10783,67,0.38,0.981
67,10886,0.96,0.9521
10886,67,0.96,0.9521
67,9917,1.05,0.9474
9917,67,1.05,0.9474
67,3963,1.17,0.9417
3963,67,1.17,0.9417
67,12801,1.2,0.9398
12801,67,1.2,0.9398
67,10271,1.42,0.9292
10271,67,1.42,0.9292
67,11153,1.48,0.9259
11153,67,1.48,0.9259
68,3579,0.14,0.9931
3579,68,0.14,0.9931
68,636,0.62,0.9688
636,68,0.62,0.9688
68,8405,0.74,0.9628
8405,68,0.74,0.9628
68,12852,0.87,0.9566
12852,68,0.87,0.9566
68,13021,0.88,0.9561
13021,68,0.88,0.9561
68,12886,0.97,0.9517
12886,68,0.97,0.9517
68,9,1.05,0.9474
9,68,1.05,0.9474
68,13350,1.06,0.9469
13350,68,1.06,0.9469
69,6221,0.26,0.987
6221,69,0.26,0.987
69,6157,0.29,0.9856
6157,69,0.29,0.9856
69,13259,0.51,0.9746
13259,69,0.51,0.9746
69,9556,0.61,0.9695
9556,69,0.61,0.9695
69,12689,0.66,0.9671
12689,69,0.66,0.9671
69,7017,0.83,0.9586
7017,69,0.83,0.9586
69,9573,0.88,0.9561
9573,69,0.88,0.9561
69,4330,0.99,0.9507
4330,69,0.99,0.9507
70,12594,0.12,0.9938
12594,70,0.12,0.9938
70,11479,0.38,0.9812
11479,70,0.38,0.9812
70,11830,0.99,0.9504
11830,70,0.99,0.9504
70,2126,1.08,0.9459
2126,70,1.08,0.9459
70,11703,1.22,0.9389
11703,70,1.22,0.9389
70,11483,1.25,0.9375
11483,70,1.25,0.9375
70,11387,1.35,0.9325
11387,70,1.35,0.9325
70,10779,1.45,0.9277
10779,70,1.45,0.9277
71,3039,1.6,0.9202
3039,71,1.6,0.9202
71,2470,5.9,0.7048
2470,71,5.9,0.7048
71,1522,11.76,0.4121
1522,71,11.76,0.4121
71,8774,11.82,0.4089
8774,71,11.82,0.4089
71,3138,11.89,0.4053
3138,71,11.89,0.4053
71,124,15.93,0.2037
124,71,15.93,0.2037
71,1104,15.93,0.2035
1104,71,15.93,0.2035
71,8811,18.22,0.0892
8811,71,18.22,0.0892
72,3390,0.08,0.9961
3390,72,0.08,0.9961
72,9475,0.16,0.9921
9475,72,0.16,0.9921
72,7016,0.41,0.9797
7016,72,0.41,0.9797
72,9594,0.43,0.9783
9594,72,0.43,0.9783
72,2950,0.58,0.9711
2950,72,0.58,0.9711
72,6506,0.6,0.9698
6506,72,0.6,0.9698
72,962,0.61,0.9695
962,72,0.61,0.9695
72,1986,0.62,0.9692
1986,72,0.62,0.9692
73,5624,0.17,0.9914
5624,73,0.17,0.9914
73,12629,0.61,0.9697
12629,73,0.61,0.9697
73,834,0.61,0.9696
834,73,0.61,0.9696
73,10685,0.65,0.9675
10685,73,0.65,0.9675
73,5527,0.81,0.9594
5527,73,0.81,0.9594
73,12369,0.84,0.9582
12369,73,0.84,0.9582
73,11624,0.85,0.9574
11624,73,0.85,0.9574
73,5411,0.9,0.9551
5411,73,0.9,0.9551
74,10111,0.95,0.9523
10111,74,0.95,0.9523
74,10864,2.74,0.8628
10864,74,2.74,0.8628
74,12800,2.83,0.8583
12800,74,2.83,0.8583
74,4085,2.84,0.858
4085,74,2.84,0.858
74,2400,2.97,0.8513
2400,74,2.97,0.8513
74,2402,3.1,0.8449
2402,74,3.1,0.8449
74,12282,3.72,0.8138
12282,74,3.72,0.8138
74,11655,4.01,0.7994
11655,74,4.01,0.7994
75,1457,0.2,0.99
1457,75,0.2,0.99
75,1768,0.49,0.9754
1768,75,0.49,0.9754
75,12815,0.69,0.9653
12815,75,0.69,0.9653
75,3681,0.72,0.9642
3681,75,0.72,0.9642
75,9382,0.95,0.9524
9382,75,0.95,0.9524
75,317,1.0,0.9502
317,75,1.0,0.9502
75,4020,1.0,0.9498
4020,75,1.0,0.9498
75,128,1.02,0.9489
128,75,1.02,0.9489
76,6838,0.11,0.9945
6838,76,0.11,0.9945
76,9426,1.63,0.9185
9426,76,1.63,0.9185
76,9575,1.75,0.9124
9575,76,1.75,0.9124
76,5335,2.85,0.8574
5335,76,2.85,0.8574
76,5369,3.18,0.8408
5369,76,3.18,0.8408
76,3086,3.19,0.8407
3086,76,3.19,0.8407
76,4023,3.35,0.8323
4023,76,3.35,0.8323
77,12937,0.38,0.9808
12937,77,0.38,0.9808
77,12139,0.96,0.952
12139,77,0.96,0.952
77,6748,1.39,0.9306
6748,77,1.39,0.9306
77,3229,1.44,0.9278
3229,77,1.44,0.9278
77,583,1.52,0.9242
583,77,1.52,0.9242
77,896,1.57,0.9216
896,77,1.57,0.9216
77,11409,1.64,0.9178
11409,77,1.64,0.9178
77,12296,1.68,0.9162
12296,77,1.68,0.9162
78,5896,0.48,0.976
5896,78,0.48,0.976
78,2427,0.74,0.9628
2427,78,0.74,0.9628
78,246,0.85,0.9574
246,78,0.85,0.9574
78,13304,0.92,0.9539
13304,78,0.92,0.9539
78,11502,0.92,0.9539
11502,78,0.92,0.9539
78,12598,0.96,0.9521
12598,78,0.96,0.9521
78,139,0.97,0.9513
139,78,0.97,0.9513
78,7916,0.98,0.9508
7916,78,0.98,0.9508
79,2588,0.32,0.9842
2588,79,0.32,0.9842
79,11476,0.59,0.9705
11476,79,0.59,0.9705
79,12339,0.63,0.9684
12339,79,0.63,0.9684
79,562,0.68,0.966
562,79,0.68,0.966
79,2407,0.89,0.9557
2407,79,0.89,0.9557
79,1629,1.88,0.9062
1629,79,1.88,0.9062
79,692,2.07,0.8964
692,79,2.07,0.8964
79,820,2.2,0.89
820,79,2.2,0.89
80,12495,1.74,0.9131
12495,80,1.74,0.9131
80,984,3.02,0.8492
984,80,3.02,0.8492
80,803,3.02,0.8491
803,80,3.02,0.8491
80,472,3.46,0.8271
472,80,3.46,0.8271
80,13500,3.49,0.8256
13500,80,3.49,0.8256
80,12778,3.62,0.8191
12778,80,3.62,0.8191
80,11647,3.71,0.8143
11647,80,3.71,0.8143
81,13431,0.12,0.9939
13431,81,0.12,0.9939
81,245,1.08,0.9461
245,81,1.08,0.9461
81,12864,1.95,0.9025
12864,81,1.95,0.9025
81,1328,2.68,0.8658
1328,81,2.68,0.8658
81,1425,2.8,0.8601
1425,81,2.8,0.8601
81,2361,2.87,0.8565
2361,81,2.87,0.8565
81,9083,3.27,0.8365
9083,81,3.27,0.8365
81,1031,3.94,0.8029
1031,81,3.94,0.8029
82,4012,0.47,0.9764
4012,82,0.47,0.9764
82,5650,0.51,0.9743
5650,82,0.51,0.9743
82,4975,0.67,0.9665
4975,82,0.67,0.9665
82,7313,0.8,0.9598
7313,82,0.8,0.9598
82,6245,0.81,0.9595
6245,82,0.81,0.9595
82,7319,0.87,0.9567
7319,82,0.87,0.9567
82,4980,0.97,0.9516
4980,82,0.97,0.9516
82,5934,1.48,0.9259
5934,82,1.48,0.9259
83,5253,2.3,0.8848
5253,83,2.3,0.8848
83,13650,2.5,0.8751
13650,83,2.5,0.8751
83,13330,2.6,0.8701
13330,83,2.6,0.8701
83,416,3.31,0.8344
416,83,3.31,0.8344
83,6145,4.65,0.7677
6145,83,4.65,0.7677
83,2295,7.12,0.644
2295,83,7.12,0.644
83,13567,7.29,0.6354
13567,83,7.29,0.6354
83,13825,8.08,0.5959
13825,83,8.08,0.5959
84,5639,0.57,0.9714
5639,84,0.57,0.9714
84,4301,1.73,0.9135
4301,84,1.73,0.9135
84,5120,1.73,0.9135
5120,84,1.73,0.9135
84,855,1.9,0.9049
855,84,1.9,0.9049
84,471,2.27,0.8863
471,84,2.27,0.8863
84,387,2.34,0.8829
387,84,2.34,0.8829
84,2278,2.59,0.8707
2278,84,2.59,0.8707
85,3413,0.41,0.9796
3413,85,0.41,0.9796
85,7686,0.62,0.9688
7686,85,0.62,0.9688
85,3095,0.79,0.9603
3095,85,0.79,0.9603
85,10079,0.8,0.9601
10079,85,0.8,0.9601
85,7305,0.8,0.9599
7305,85,0.8,0.9599
85,904,0.81,0.9595
904,85,0.81,0.9595
85,2058,0.81,0.9593
2058,85,0.81,0.9593
85,5838,0.89,0.9557
5838,85,0.89,0.9557
86,12642,0.35,0.9824
12642,86,0.35,0.9824
86,1631,0.37,0.9813
1631,86,0.37,0.9813
86,2375,0.45,0.9775
2375,86,0.45,0.9775
86,4352,0.47,0.9763
4352,86,0.47,0.9763
86,8624,0.51,0.9745
8624,86,0.51,0.9745
86,5578,0.6,0.9702
5578,86,0.6,0.9702
86,3474,0.6,0.9699
3474,86,0.6,0.9699
86,9419,0.62,0.9689
9419,86,0.62,0.9689
87,7104,0.86,0.9572
7104,87,0.86,0.9572
87,269,3.89,0.8053
269,87,3.89,0.8053
87,3480,5.61,0.7197
3480,87,5.61,0.7197
87,396,6.72,0.6639
396,87,6.72,0.6639
87,541,7.12,0.6438
541,87,7.12,0.6438
87,7144,7.91,0.6043
7144,87,7.91,0.6043
87,7792,8.75,0.5627
7792,87,8.75,0.5627
88,13275,0.72,0.9638
13275,88,0.72,0.9638
88,2072,1.82,0.9091
2072,88,1.82,0.9091
88,13346,2.1,0.8951
13346,88,2.1,0.8951
88,11973,2.64,0.8678
11973,88,2.64,0.8678
88,4571,2.83,0.8587
4571,88,2.83,0.8587
88,2889,2.86,0.8569
2889,88,2.86,0.8569
88,11840,3.12,0.8439
11840,88,3.12,0.8439
88,1412,3.16,0.8421
1412,88,3.16,0.8421
89,7758,1.23,0.9385
7758,89,1.23,0.9385
89,8041,2.34,0.883
8041,89,2.34,0.883
89,1712,2.4,0.88
1712,89,2.4,0.88
89,8045,2.58,0.8711
8045,89,2.58,0.8711
89,8046,2.86,0.8571
8046,89,2.86,0.8571
89,13578,3.12,0.8438
13578,89,3.12,0.8438
89,8043,3.31,0.8347
8043,89,3.31,0.8347
89,12858,3.42,0.8291
12858,89,3.42,0.8291
90,9587,0.46,0.9771
9587,90,0.46,0.9771
90,9783,0.46,0.9771
9783,90,0.46,0.9771
90,1714,0.56,0.9721
1714,90,0.56,0.9721
90,9625,0.75,0.9627
9625,90,0.75,0.9627
90,1529,0.8,0.9598
1529,90,0.8,0.9598
90,616,0.87,0.9565
616,90,0.87,0.9565
90,9512,0.91,0.9547
9512,90,0.91,0.9547
90,9554,0.91,0.9544
9554,90,0.91,0.9544
91,92,0.23,0.9886
92,91,0.23,0.9886
91,1818,1.0,0.9501
1818,91,1.0,0.9501
91,575,1.05,0.9474
575,91,1.05,0.9474
91,1366,1.13,0.9437
1366,91,1.13,0.9437
91,11567,1.39,0.9307
11567,91,1.39,0.9307
91,13064,1.41,0.9294
13064,91,1.41,0.9294
91,9888,1.52,0.9239
9888,91,1.52,0.9239
92,1818,0.77,0.9614
1818,92,0.77,0.9614
92,575,0.91,0.9545
575,92,0.91,0.9545
92,1366,1.07,0.9466
1366,92,1.07,0.9466
92,11567,1.17,0.9413
11567,92,1.17,0.9413
92,9888,1.39,0.9303
9888,92,1.39,0.9303
92,13064,1.45,0.9277
13064,92,1.45,0.9277
93,12286,0.75,0.9624
12286,93,0.75,0.9624
93,425,0.87,0.9563
425,93,0.87,0.9563
93,3973,1.23,0.9384
3973,93,1.23,0.9384
93,313,1.34,0.9331
313,93,1.34,0.9331
93,11199,1.45,0.9277
11199,93,1.45,0.9277
93,8438,1.74,0.9129
8438,93,1.74,0.9129
93,9261,1.9,0.9048
9261,93,1.9,0.9048
93,9271,2.04,0.8978
9271,93,2.04,0.8978
94,10821,0.3,0.9848
10821,94,0.3,0.9848
94,2405,0.74,0.9629
2405,94,0.74,0.9629
94,11367,1.18,0.9408
11367,94,1.18,0.9408
94,10652,1.36,0.9318
10652,94,1.36,0.9318
94,871,2.54,0.873
871,94,2.54,0.873
94,13161,2.75,0.8627
13161,94,2.75,0.8627
94,703,3.18,0.8412
703,94,3.18,0.8412
94,12972,3.18,0.8409
12972,94,3.18,0.8409
95,612,1.4,0.93
612,95,1.4,0.93
95,632,1.94,0.9032
632,95,1.94,0.9032
95,213,1.94,0.9032
213,95,1.94,0.9032
95,1658,2.45,0.8776
1658,95,2.45,0.8776
95,10300,3.02,0.849
10300,95,3.02,0.849
95,12058,3.36,0.8322
12058,95,3.36,0.8322
95,11060,3.47,0.8267
11060,95,3.47,0.8267
95,10812,3.58,0.8209
10812,95,3.58,0.8209
96,814,1.18,0.9411
814,96,1.18,0.9411
96,10521,1.52,0.9238
10521,96,1.52,0.9238
96,1685,1.53,0.9235
1685,96,1.53,0.9235
96,109,1.72,0.9139
109,96,1.72,0.9139
96,1918,1.8,0.9102
1918,96,1.8,0.9102
96,4591,2.43,0.8787
4591,96,2.43,0.8787
96,11900,2.57,0.8713
11900,96,2.57,0.8713
96,12518,2.87,0.8567
12518,96,2.87,0.8567
97,12853,0.73,0.9635
12853,97,0.73,0.9635
97,9809,0.9,0.955
9809,97,0.9,0.955
97,1579,1.36,0.9318
1579,97,1.36,0.9318
97,11570,1.66,0.917
11570,97,1.66,0.917
97,5247,1.81,0.9096
5247,97,1.81,0.9096
97,9654,1.88,0.9059
9654,97,1.88,0.9059
97,10744,2.04,0.898
10744,97,2.04,0.898
97,9904,2.25,0.8874
9904,97,2.25,0.8874
98,8729,2.57,0.8715
8729,98,2.57,0.8715
98,1627,2.64,0.868
1627,98,2.64,0.868
98,13408,2.83,0.8586
13408,98,2.83,0.8586
98,10970,3.22,0.8392
10970,98,3.22,0.8392
98,4889,3.48,0.8259
4889,98,3.48,0.8259
98,113,3.55,0.8223
113,98,3.55,0.8223
98,982,3.59,0.8205
982,98,3.59,0.8205
98,12716,3.85,0.8073
12716,98,3.85,0.8073
99,4297,0.22,0.9889
4297,99,0.22,0.9889
99,13817,0.63,0.9684
13817,99,0.63,0.9684
99,4476,1.0,0.9501
4476,99,1.0,0.9501
99,11418,1.09,0.9456
11418,99,1.09,0.9456
99,11602,1.09,0.9453
11602,99,1.09,0.9453
99,11926,1.12,0.9442
11926,99,1.12,0.9442
99,10906,1.13,0.9435
10906,99,1.13,0.9435
99,2491,1.37,0.9315
2491,99,1.37,0.9315
100,12149,0.32,0.9838
12149,100,0.32,0.9838
100,158,0.46,0.9769
158,100,0.46,0.9769
100,1931,0.47,0.9766
1931,100,0.47,0.9766
100,7013,0.55,0.9724
7013,100,0.55,0.9724
100,1392,0.68,0.9658
1392,100,0.68,0.9658
100,12946,0.82,0.959
12946,100,0.82,0.959
100,1711,0.83,0.9583
1711,100,0.83,0.9583
100,2009,0.91,0.9545
2009,100,0.91,0.9545
101,6737,1.94,0.9028
6737,101,1.94,0.9028
101,7483,2.03,0.8986
7483,101,2.03,0.8986
101,11224,2.81,0.8595
11224,101,2.81,0.8595
101,9224,3.17,0.8413
9224,101,3.17,0.8413
101,10219,3.32,0.8338
10219,101,3.32,0.8338
101,222,3.87,0.8067
222,101,3.87,0.8067
101,1342,3.99,0.8006
1342,101,3.99,0.8006
101,565,4.0,0.8001
565,101,4.0,0.8001
102,11290,0.71,0.9643
11290,102,0.71,0.9643
102,3521,0.74,0.963
3521,102,0.74,0.963
102,10912,0.8,0.9598
10912,102,0.8,0.9598
102,9093,1.78,0.911
9093,102,1.78,0.911
102,880,1.96,0.902
880,102,1.96,0.902
102,13185,1.97,0.9013
13185,102,1.97,0.9013
102,11681,2.45,0.8773
11681,102,2.45,0.8773
102,12245,2.61,0.8694
12245,102,2.61,0.8694
103,9636,0.45,0.9777
9636,103,0.45,0.9777
103,10328,0.67,0.9667
10328,103,0.67,0.9667
103,1657,0.67,0.9665
1657,103,0.67,0.9665
103,13149,0.67,0.9665
13149,103,0.67,0.9665
103,10305,0.87,0.9565
10305,103,0.87,0.9565
103,10397,0.87,0.9563
10397,103,0.87,0.9563
103,10555,0.92,0.954
10555,103,0.92,0.954
103,994,0.96,0.9522
994,103,0.96,0.9522
104,11771,0.42,0.9792
11771,104,0.42,0.9792
104,12196,0.64,0.9679
12196,104,0.64,0.9679
104,681,0.68,0.9658
681,104,0.68,0.9658
104,3640,0.77,0.9613
3640,104,0.77,0.9613
104,12123,0.81,0.9597
12123,104,0.81,0.9597
104,11839,0.95,0.9525
11839,104,0.95,0.9525
104,1889,0.97,0.9515
1889,104,0.97,0.9515
105,4708,1.3,0.9349
4708,105,1.3,0.9349
105,7938,1.42,0.9289
7938,105,1.42,0.9289
105,3791,1.47,0.9263
3791,105,1.47,0.9263
105,504,1.62,0.9192
504,105,1.62,0.9192
105,3128,1.63,0.9186
3128,105,1.63,0.9186
105,4536,1.64,0.9179
4536,105,1.64,0.9179
105,4260,1.75,0.9123
4260,105,1.75,0.9123
105,926,1.76,0.9118
926,105,1.76,0.9118
106,382,5.4,0.7302
382,106,5.4,0.7302
106,2307,5.65,0.7176
2307,106,5.65,0.7176
106,11597,7.2,0.6401
11597,106,7.2,0.6401
106,2806,7.53,0.6233
2806,106,7.53,0.6233
106,122,8.02,0.5989
122,106,8.02,0.5989
106,977,8.78,0.5608
977,106,8.78,0.5608
106,4558,9.7,0.5151
4558,106,9.7,0.5151
106,11532,9.79,0.5107
11532,106,9.79,0.5107
107,2350,2.18,0.8911
2350,107,2.18,0.8911
107,11746,3.04,0.8478
11746,107,3.04,0.8478
107,2486,4.18,0.7912
2486,107,4.18,0.7912
107,13232,4.71,0.7646
13232,107,4.71,0.7646
107,1291,5.03,0.7484
1291,107,5.03,0.7484
107,13335,6.36,0.6818
13335,107,6.36,0.6818
107,1753,6.73,0.6636
1753,107,6.73,0.6636
107,12217,6.81,0.6596
12217,107,6.81,0.6596
108,13348,0.32,0.984
13348,108,0.32,0.984
108,7926,0.7,0.9648
7926,108,0.7,0.9648
108,7927,2.57,0.8715
7927,108,2.57,0.8715
108,6933,5.46,0.727
6933,108,5.46,0.727
108,13392,5.57,0.7214
13392,108,5.57,0.7214
108,1220,6.71,0.6647
1220,108,6.71,0.6647
108,3642,6.97,0.6517
3642,108,6.97,0.6517
108,3971,8.79,0.5603
3971,108,8.79,0.5603
109,1033,1.47,0.9264
1033,109,1.47,0.9264
109,11852,1.72,0.914
11852,109,1.72,0.914
109,814,2.56,0.8722
814,109,2.56,0.8722
109,11900,2.58,0.8711
11900,109,2.58,0.8711
109,13370,2.88,0.8561
13370,109,2.88,0.8561
109,1918,2.91,0.8544
1918,109,2.91,0.8544
109,1685,2.97,0.8514
1685,109,2.97,0.8514
110,1665,0.12,0.994
1665,110,0.12,0.994
110,2335,0.45,0.9776
2335,110,0.45,0.9776
110,2467,0.56,0.9721
2467,110,0.56,0.9721
110,6224,0.58,0.971
6224,110,0.58,0.971
110,7959,0.84,0.958
7959,110,0.84,0.958
110,7006,0.92,0.954
7006,110,0.92,0.954
110,7178,0.92,0.9539
7178,110,0.92,0.9539
110,717,1.0,0.9501
717,110,1.0,0.9501
111,10210,3.45,0.8277
10210,111,3.45,0.8277
111,13375,4.27,0.7864
13375,111,4.27,0.7864
111,993,4.7,0.7652
993,111,4.7,0.7652
111,13186,5.29,0.7353
13186,111,5.29,0.7353
111,11461,5.57,0.7213
11461,111,5.57,0.7213
111,6477,5.86,0.707
6477,111,5.86,0.707
111,10657,6.34,0.6832
10657,111,6.34,0.6832
111,11116,6.51,0.6747
11116,111,6.51,0.6747
112,9381,0.02,0.9991
9381,112,0.02,0.9991
112,11961,0.7,0.9649
11961,112,0.7,0.9649
112,448,0.91,0.9546
448,112,0.91,0.9546
112,3803,1.15,0.9427
3803,112,1.15,0.9427
112,1199,1.29,0.9353
1199,112,1.29,0.9353
112,1652,1.4,0.9299
1652,112,1.4,0.9299
112,4990,2.38,0.8811
4990,112,2.38,0.8811
112,10081,2.7,0.8652
10081,112,2.7,0.8652
113,982,0.09,0.9957
982,113,0.09,0.9957
113,12716,0.33,0.9836
12716,113,0.33,0.9836
113,4889,1.12,0.9438
4889,113,1.12,0.9438
113,4376,1.54,0.9229
4376,113,1.54,0.9229
113,8729,1.59,0.9206
8729,113,1.59,0.9206
113,10970,1.75,0.9123
10970,113,1.75,0.9123
113,13408,2.07,0.8966
13408,113,2.07,0.8966
113,11617,2.39,0.8803
11617,113,2.39,0.8803
114,2193,0.11,0.9944
2193,114,0.11,0.9944
114,7065,0.25,0.9875
7065,114,0.25,0.9875
114,13816,0.54,0.9731
13816,114,0.54,0.9731
114,5211,0.58,0.971
5211,114,0.58,0.971
114,7666,0.88,0.9561
7666,114,0.88,0.9561
114,2843,0.94,0.9532
2843,114,0.94,0.9532
114,3422,1.5,0.9249
3422,114,1.5,0.9249
114,3491,1.68,0.916
3491,114,1.68,0.916
115,1551,0.02,0.999
1551,115,0.02,0.999
115,2531,0.43,0.9785
2531,115,0.43,0.9785
115,1704,0.44,0.9782
1704,115,0.44,0.9782
115,13231,0.56,0.9718
13231,115,0.56,0.9718
115,1005,0.88,0.9562
1005,115,0.88,0.9562
115,12814,0.88,0.9561
12814,115,0.88,0.9561
115,4105,0.89,0.9556
4105,115,0.89,0.9556
115,652,1.47,0.9264
652,115,1.47,0.9264
116,2811,0.2,0.9902
2811,116,0.2,0.9902
116,12496,0.2,0.9899
12496,116,0.2,0.9899
116,10362,0.54,0.9731
10362,116,0.54,0.9731
116,10387,0.72,0.9639
10387,116,0.72,0.9639
116,11009,0.79,0.9604
11009,116,0.79,0.9604
116,10182,0.99,0.9505
10182,116,0.99,0.9505
116,12273,1.07,0.9466
12273,116,1.07,0.9466
116,9387,1.16,0.9418
9387,116,1.16,0.9418
117,11695,0.29,0.9855
11695,117,0.29,0.9855
117,9956,0.41,0.9796
9956,117,0.41,0.9796
117,12982,0.65,0.9675
12982,117,0.65,0.9675
117,631,0.73,0.9637
631,117,0.73,0.9637
117,2981,0.75,0.9625
2981,117,0.75,0.9625
117,13372,0.76,0.962
13372,117,0.76,0.962
117,2150,0.81,0.9595
2150,117,0.81,0.9595
117,10852,0.84,0.9581
10852,117,0.84,0.9581
118,1432,3.24,0.8382
1432,118,3.24,0.8382
118,12910,4.82,0.7591
12910,118,4.82,0.7591
118,12024,7.37,0.6315
12024,118,7.37,0.6315
118,8713,7.38,0.631
8713,118,7.38,0.631
118,8709,7.52,0.6242
8709,118,7.52,0.6242
118,11956,8.92,0.5539
11956,118,8.92,0.5539
118,12008,9.29,0.5353
12008,118,9.29,0.5353
118,1770,9.6,0.52
1770,118,9.6,0.52
119,3212,0.04,0.9978
3212,119,0.04,0.9978
119,10594,1.22,0.9392
10594,119,1.22,0.9392
119,3353,1.43,0.9286
3353,119,1.43,0.9286
119,11077,1.43,0.9285
11077,119,1.43,0.9285
119,2737,2.9,0.8548
2737,119,2.9,0.8548
119,11452,3.04,0.8481
11452,119,3.04,0.8481
119,12230,3.11,0.8444
12230,119,3.11,0.8444
119,11316,3.51,0.8245
11316,119,3.51,0.8245
120,12966,0.36,0.982
12966,120,0.36,0.982
120,5281,1.45,0.9275
5281,120,1.45,0.9275
120,11677,4.39,0.7804
11677,120,4.39,0.7804
120,6991,5.88,0.7061
6991,120,5.88,0.7061
120,12441,6.48,0.6762
12441,120,6.48,0.6762
120,4102,7.6,0.6199
4102,120,7.6,0.6199
120,12633,7.66,0.617
12633,120,7.66,0.617
120,4766,7.75,0.6123
4766,120,7.75,0.6123
121,3892,0.34,0.9831
3892,121,0.34,0.9831
121,2699,0.41,0.9797
2699,121,0.41,0.9797
121,11593,0.52,0.9741
11593,121,0.52,0.9741
121,3159,0.52,0.9741
3159,121,0.52,0.9741
121,11631,0.82,0.9592
11631,121,0.82,0.9592
121,3222,1.2,0.9402
3222,121,1.2,0.9402
121,12514,1.22,0.9391
12514,121,1.22,0.9391
121,13416,1.22,0.9389
13416,121,1.22,0.9389
122,977,1.04,0.948
977,122,1.04,0.948
122,2806,1.26,0.9371
2806,122,1.26,0.9371
122,11597,4.45,0.7774
11597,122,4.45,0.7774
122,382,8.14,0.5932
382,122,8.14,0.5932
122,10624,9.43,0.5287
10624,122,9.43,0.5287
122,2307,9.52,0.5241
2307,122,9.52,0.5241
122,4867,11.18,0.441
4867,122,11.18,0.441
123,9373,0.01,0.9995
9373,123,0.01,0.9995
123,11713,0.24,0.9878
11713,123,0.24,0.9878
123,2885,0.56,0.9721
2885,123,0.56,0.9721
123,1052,0.56,0.9719
1052,123,0.56,0.9719
123,770,0.83,0.9587
770,123,0.83,0.9587
123,12432,1.35,0.9326
12432,123,1.35,0.9326
123,2517,1.42,0.929
2517,123,1.42,0.929
123,11731,1.45,0.9275
11731,123,1.45,0.9275
124,1104,0.06,0.997
1104,124,0.06,0.997
124,8760,3.68,0.8159
8760,124,3.68,0.8159
124,8774,4.11,0.7946
8774,124,4.11,0.7946
124,3138,4.29,0.7853
3138,124,4.29,0.7853
124,229,4.89,0.7553
229,124,4.89,0.7553
124,2470,10.34,0.483
2470,124,10.34,0.483
124,1522,15.35,0.2324
1522,124,15.35,0.2324
125,11563,1.29,0.9355
11563,125,1.29,0.9355
125,10590,1.32,0.9338
10590,125,1.32,0.9338
125,350,1.64,0.9181
350,125,1.64,0.9181
125,12833,2.4,0.8799
12833,125,2.4,0.8799
125,12254,3.34,0.833
12254,125,3.34,0.833
125,10425,5.05,0.7476
10425,125,5.05,0.7476
125,12454,5.64,0.7179
12454,125,5.64,0.7179
125,10528,5.96,0.7018
10528,125,5.96,0.7018
126,10402,0.26,0.9871
10402,126,0.26,0.9871
126,10532,0.31,0.9847
10532,126,0.31,0.9847
126,9673,1.0,0.9502
9673,126,1.0,0.9502
126,9490,1.26,0.937
9490,126,1.26,0.937
126,10355,1.56,0.922
10355,126,1.56,0.922
126,9451,1.61,0.9196
9451,126,1.61,0.9196
126,6627,1.68,0.916
6627,126,1.68,0.916
126,9433,1.87,0.9063
9433,126,1.87,0.9063
127,501,7.66,0.6171
501,127,7.66,0.6171
127,11672,8.25,0.5874
11672,127,8.25,0.5874
127,11484,8.41,0.5795
11484,127,8.41,0.5795
127,13057,9.17,0.5413
13057,127,9.17,0.5413
127,11481,10.07,0.4964
11481,127,10.07,0.4964
127,13125,10.41,0.4797
13125,127,10.41,0.4797
127,8758,10.77,0.4616
8758,127,10.77,0.4616
127,2068,15.68,0.2162
2068,127,15.68,0.2162
128,12351,0.06,0.9968
12351,128,0.06,0.9968
128,1768,0.57,0.9717
1768,128,0.57,0.9717
128,10543,0.9,0.9551
10543,128,0.9,0.9551
128,4020,0.95,0.9526
4020,128,0.95,0.9526
128,3681,0.95,0.9523
